Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,8,ROH,0_1,0,1,HP,21.000,0.000,0.063,"12,800.000",0.000,0.034,0.000,0.000,0.000,1.563,0.000,1.586,0.000,,0.000,0.947,0.000,0.000,0.077,0.000,0.256,0.005,0.011,2.870,0.019,0.007,0.013,0.251,0.005,0.324,0.413,0.190,0.286,0.006,16.290,21.570,25.320,29.250,32.480,32.580,35.840,40.290,42.010,42.210,46.570,48.190,50.360,,50.630,50.630,1.041,0.930,1.233,3.645,5.307,5.235,4.600,4.780,5.967,4.560,4.230,4.600,4.773,5.655,,,0.138,2.368,2.726,46.771,9.000,0.110,45.360,21.000,0.463,22.115,63.000,4.000,11.000,0.000,0.000,15.000,1.204,5.727,0.000
SB-105,9,ROH,1_1,1,1,HP,21.000,0.000,,"496,000.000",800.000,0.100,,0.000,0.568,1.670,1.436,3.974,1.213,,0.229,4.029,0.852,0.000,0.000,0.000,,,,,,,,,,,,,,,17.880,24.240,28.360,30.100,35.450,35.340,37.970,36.870,42.670,43.680,47.960,50.170,51.850,,53.440,53.440,1.078,1.015,1.289,4.570,5.473,5.505,5.703,4.728,3.240,6.300,5.287,4.928,5.727,4.743,,,0.221,2.721,4.135,50.917,39.000,0.170,46.940,22.200,0.473,23.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,10,ROH,0_1,0,1,LP,9.000,0.000,0.064,"1,600.000",0.000,0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.268,0.347,2.155,0.711,0.000,0.000,0.000,0.279,0.011,0.032,4.305,0.039,0.032,0.016,0.143,0.001,0.147,0.086,0.074,0.084,0.022,19.460,24.710,28.630,30.750,34.810,34.720,39.130,39.050,38.240,39.910,,,,39.640,,39.640,0.612,0.387,0.042,4.263,5.600,5.613,4.930,5.185,5.693,4.658,4.887,,,,5.095,4.858,0.110,2.300,2.775,58.022,0.000,0.250,35.360,13.500,0.382,12.942,0.000,1.000,2.000,0.000,0.000,3.000,0.602,0.000,0.000
SB-105,11,ROH,1_1,1,1,LP,9.000,0.000,,"124,000.000",400.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.672,3.119,0.000,2.748,0.172,0.000,0.000,0.000,0.403,0.279,0.111,0.493,0.059,0.037,0.064,0.144,0.001,0.107,0.077,0.073,0.060,0.090,16.710,22.170,28.130,31.040,34.400,34.650,38.630,38.250,35.610,34.930,,,,34.060,,34.060,0.526,0.131,-0.381,4.638,5.457,5.853,5.233,4.985,4.707,3.295,3.057,,,,4.493,3.187,0.090,1.750,2.642,51.380,31.000,0.180,31.440,11.800,0.375,12.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,12,ROH,1_0,1,0,LP,21.000,0.000,0.034,"51,200.000",0.000,0.000,0.000,0.000,0.000,0.746,0.884,0.471,0.000,,0.000,0.328,0.000,0.000,0.000,0.000,1.140,0.022,287.000,0.351,7.685,0.151,0.062,0.113,0.016,0.237,0.354,0.090,0.299,0.030,10.190,14.040,17.970,23.310,27.910,28.530,30.250,30.930,31.100,30.810,32.450,32.170,34.450,,34.050,34.050,0.723,0.467,0.317,3.118,4.680,4.725,3.850,3.788,5.000,4.183,4.193,4.385,4.593,4.070,,,0.098,1.851,2.878,54.361,13.000,0.210,30.890,13.300,0.431,18.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,13,ROH,0_0,0,0,HP,21.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,1.703,0.714,0.000,0.000,,0.000,0.000,0.000,0.000,0.032,0.000,1.335,0.000,435.000,0.371,5.265,0.173,0.000,0.073,0.037,0.268,0.381,0.158,0.221,0.007,10.380,13.890,18.100,21.630,27.280,28.180,30.950,35.150,37.480,39.610,43.610,43.610,46.060,,46.840,46.840,1.105,1.096,1.324,3.100,4.140,4.975,4.153,4.465,5.820,4.295,4.923,4.435,4.283,4.320,,,0.098,1.997,2.092,42.635,0.000,0.060,42.100,19.100,0.454,21.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,14,ROL,1_1,1,1,HP,21.000,0.000,0.549,"51,200.000",0.000,0.375,0.075,,0.387,3.676,0.000,5.744,0.555,,0.000,4.764,0.606,0.000,0.173,0.000,0.561,0.022,0.167,0.147,0.105,0.029,0.015,0.011,0.000,0.054,0.307,0.008,0.000,0.001,5.770,7.110,7.760,9.230,11.080,10.940,12.000,13.000,13.170,13.520,14.400,14.620,15.640,,15.790,15.790,0.304,0.285,0.316,1.813,2.257,2.513,2.007,2.328,2.453,1.630,2.060,1.755,1.900,1.865,,,0.056,0.765,3.547,48.448,11.000,0.070,14.050,4.600,0.327,6.796,0.000,1.000,0.000,0.000,0.000,1.000,0.301,*,0.000
SB-105,18,ROL,1_0,1,0,LP,21.000,0.000,0.139,"3,200.000",0.000,0.000,0.000,0.000,,2.323,0.000,,,,0.150,0.336,0.188,0.997,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.000,0.000,0.052,0.013,0.193,0.426,0.102,0.150,0.002,6.360,7.640,8.560,9.600,12.460,11.210,13.310,12.730,13.310,12.970,14.100,14.000,14.670,,15.490,15.490,0.277,0.256,0.182,1.928,2.270,2.828,2.250,2.978,2.307,2.688,2.617,2.780,2.897,2.890,,,0.033,0.736,2.130,47.515,6.000,0.140,13.500,5.300,0.393,14.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,20,ROL,1_1,1,1,LP,9.000,0.000,0.424,"3,200.000",0.000,0.095,0.000,0.000,0.000,0.000,1.042,0.318,0.963,2.504,0.006,1.560,0.634,0.000,0.000,0.000,,,,,,,,,,,,,,,6.660,8.580,8.630,9.410,11.070,11.810,12.520,12.270,11.920,12.770,,,,13.380,,13.380,0.204,0.173,0.072,1.858,2.110,2.508,2.863,2.398,2.497,2.360,3.210,,,,2.519,2.812,0.050,0.900,3.737,67.265,1.000,0.110,12.290,4.500,0.366,11.175,0.000,0.000,1.000,0.000,3.000,4.000,0.699,0.000,75.000
SB-105,23,ROL,0_1,0,1,HP,21.000,0.000,0.209,"3,200.000",0.000,0.218,0.000,0.000,2.970,7.772,4.426,0.000,1.039,1.275,0.050,0.614,0.407,0.000,3.181,0.000,0.288,0.000,0.001,0.529,0.009,0.020,0.000,0.124,0.004,0.247,0.220,0.065,0.105,0.012,6.540,8.360,8.980,9.840,11.790,12.680,13.660,15.140,14.930,14.980,16.320,16.410,17.220,,17.380,17.380,0.328,0.328,0.310,1.828,2.303,2.765,2.480,2.673,2.900,1.903,1.970,1.975,2.147,2.110,,,0.095,0.758,5.466,43.613,0.000,0.100,15.360,5.600,0.365,10.998,"2,092.500",12.000,15.000,0.000,0.000,27.000,1.447,139.500,0.000
SB-105,25,ROL,1_0,1,0,HP,21.000,0.000,0.130,"3,200.000",0.000,0.000,0.000,0.000,0.000,7.233,0.000,0.000,0.068,0.537,0.053,0.855,0.056,0.000,1.353,0.000,0.001,0.000,0.000,0.005,0.000,0.000,0.000,0.045,0.004,0.184,0.130,0.101,0.090,0.006,6.760,8.360,9.390,9.950,11.780,11.420,12.900,14.900,16.220,16.270,17.090,18.170,19.370,,20.190,20.190,0.407,0.445,0.608,0.962,1.980,2.713,1.883,2.655,2.953,2.085,1.977,2.260,2.527,2.493,,,0.054,0.855,2.675,42.348,0.000,0.160,18.000,7.300,0.406,15.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,26,ROL,0_1,0,1,LP,9.000,0.000,0.122,"1,600.000",0.000,0.000,0.000,,0.000,4.225,0.000,0.792,0.931,3.121,0.729,4.983,1.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.000,0.060,0.015,0.018,0.017,0.021,6.770,9.190,11.240,12.990,14.610,13.290,14.350,14.020,14.770,14.940,,,,15.210,,15.210,0.256,0.097,0.072,0.158,1.923,3.140,2.503,2.623,2.823,2.798,3.153,,,,2.434,2.912,0.060,0.890,3.945,58.514,0.000,0.120,13.990,4.900,0.350,9.378,0.000,6.000,4.000,0.000,1.000,11.000,1.079,0.000,9.091
SB-105,27,ROL,1_1,1,1,HP,9.000,0.000,0.256,"12,800.000",0.000,0.052,,,0.000,1.297,0.000,0.180,0.619,2.487,0.000,1.314,0.350,1.085,0.000,0.000,,,,,,,,,,,,,,,5.930,7.960,10.690,10.560,13.120,11.350,13.910,14.490,15.370,15.890,,,,16.830,,16.830,0.330,0.273,0.243,0.050,0.753,2.968,2.500,2.833,2.413,1.935,2.283,,,,1.981,2.103,0.070,0.830,4.159,49.317,8.000,0.120,15.590,5.300,0.340,8.216,0.000,1.000,1.000,0.000,0.000,2.000,0.477,0.000,0.000
SB-105,28,ROL,0_1,0,1,LP,21.000,0.000,0.228,"3,200.000",0.000,0.000,,,0.000,3.540,0.000,0.000,0.544,1.153,0.041,0.656,0.199,0.000,0.440,0.000,0.398,0.001,0.000,0.626,0.009,0.023,0.004,0.176,0.076,0.330,1.435,0.106,0.328,0.008,6.290,8.310,10.400,11.620,12.400,11.130,14.100,13.210,13.600,13.290,14.280,14.670,14.500,,15.010,15.010,0.264,0.147,0.076,0.100,0.337,2.543,2.317,3.250,2.430,2.623,2.600,2.773,2.907,2.545,,,0.041,0.759,2.732,50.566,0.000,0.100,13.000,5.000,0.385,13.262,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,29,ROL,0_0,0,0,LP,21.000,0.000,0.017,0.000,0.000,0.001,0.000,0.000,0.000,2.704,0.000,0.000,0.000,0.000,0.000,0.143,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.006,0.000,0.000,0.000,0.069,0.002,0.075,0.013,0.038,0.026,0.002,5.630,8.550,9.580,12.610,12.600,12.300,13.340,12.790,12.680,13.070,13.700,13.710,14.310,,15.040,15.040,0.285,0.106,0.142,2.093,3.010,3.003,2.665,2.747,2.373,2.340,2.620,2.873,2.840,2.957,,,0.034,0.693,2.261,46.077,0.000,0.130,13.200,4.900,0.371,11.747,0.000,0.000,2.000,0.000,0.000,2.000,0.477,0.000,0.000
SB-105,30,ROH,1_0,1,0,LP,21.000,0.000,0.101,"12,800.000",800.000,0.029,0.000,,0.000,0.607,0.570,0.016,0.015,5.412,0.000,2.191,1.427,0.821,0.000,2.288,0.378,0.007,0.226,0.035,3.785,0.038,0.047,0.162,0.105,0.331,1.150,0.136,0.317,0.003,19.860,23.140,27.970,33.130,35.810,35.900,41.750,40.580,42.790,43.280,44.330,45.580,45.700,,47.480,47.480,0.837,0.624,0.478,3.603,5.867,5.620,5.570,5.625,5.960,5.565,5.723,5.118,5.070,5.238,,,0.065,2.249,1.369,47.367,22.000,0.180,43.220,20.700,0.479,23.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,31,ROH,1_0,1,0,HP,21.000,0.000,0.035,"51,200.000",800.000,0.000,0.000,,0.000,0.000,0.000,0.678,0.014,0.171,9.810,0.116,0.000,3.889,0.427,2.194,0.064,0.000,0.000,0.004,1.340,0.003,0.024,0.001,0.000,0.020,0.050,0.016,0.011,0.000,18.850,22.040,23.670,29.870,32.060,34.470,39.600,41.020,43.970,46.810,49.450,51.920,53.000,,54.210,54.210,1.072,1.058,1.218,2.345,6.160,5.740,5.527,5.723,5.773,5.028,4.743,4.465,4.830,4.928,,,0.140,2.490,2.577,45.938,31.000,0.190,50.530,23.500,0.465,22.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,32,ROH,0_1,0,1,HP,9.000,0.000,0.055,0.000,800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.666,0.000,0.658,0.000,0.000,0.000,0.000,0.272,0.000,0.000,0.794,0.005,0.010,0.001,0.051,0.009,0.253,0.126,0.070,0.145,0.007,13.970,17.040,22.240,27.970,30.340,32.270,35.700,39.070,41.420,43.910,,,,46.620,,46.620,0.989,0.811,0.910,3.960,5.380,5.388,5.463,4.843,5.853,4.848,5.167,,,,5.123,5.075,0.137,2.285,2.939,49.013,3.000,0.531,41.840,19.300,0.461,21.925,0.000,0.000,2.000,0.000,0.000,2.000,0.477,0.000,0.000
SB-105,33,ROH,0_0,0,0,LP,21.000,0.000,0.001,0.000,800.000,0.000,,0.000,0.000,0.000,0.000,0.011,0.011,0.015,0.000,0.000,0.116,2.135,0.000,0.000,0.002,0.000,0.000,0.013,0.013,0.000,0.000,0.012,0.004,0.132,0.169,0.171,0.099,0.002,15.080,19.620,22.170,27.160,31.030,29.320,34.200,34.260,35.530,35.460,36.580,37.010,37.700,,38.330,38.330,0.705,0.486,0.344,3.520,5.207,5.673,4.350,4.153,5.673,5.333,4.730,4.773,4.673,4.998,,,0.080,1.900,2.077,49.559,0.000,0.190,35.330,15.300,0.433,18.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,34,ROH,1_1,1,1,HP,9.000,0.000,,"124,000.000",0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.556,0.000,0.775,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,15.660,20.830,27.160,30.880,33.390,32.350,38.060,40.580,43.360,42.210,,,,44.500,,44.500,0.874,0.592,0.537,4.465,5.907,5.273,4.547,5.095,6.193,4.528,4.107,,,,4.877,4.138,0.154,2.615,3.461,58.764,37.000,0.301,39.820,15.900,0.399,14.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,35,ROH,0_1,0,1,LP,21.000,0.000,0.087,0.000,800.000,0.008,0.000,,0.000,0.000,0.000,0.012,0.015,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.379,0.000,0.003,2.710,0.007,0.022,0.001,0.164,0.074,0.374,1.090,0.195,0.545,0.009,20.330,24.620,30.660,33.880,36.810,39.670,40.780,42.070,41.330,42.430,14.720,40.750,40.620,,41.150,41.150,0.631,0.316,0.031,4.253,5.570,5.923,5.600,4.878,5.627,4.650,5.373,4.385,3.690,4.155,,,0.094,1.741,2.282,42.309,2.000,0.270,36.050,16.500,0.458,21.520,891.000,1.000,7.000,0.000,0.000,8.000,0.954,127.286,0.000
SB-105,36,ROH,1_1,1,1,LP,9.000,0.000,0.215,"124,000.000",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.880,0.000,1.018,0.000,0.000,0.000,0.000,0.405,0.349,0.117,0.138,0.379,0.042,0.100,1.600,0.040,0.329,0.371,0.109,0.411,0.137,19.270,24.810,26.740,31.660,33.180,35.120,39.460,39.210,37.350,37.370,,,,36.070,,36.070,0.509,0.192,-0.283,3.553,6.523,5.480,5.733,5.363,5.507,3.858,3.483,,,,4.800,3.682,0.121,2.040,3.355,56.557,38.000,0.811,32.830,12.200,0.372,11.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,37,ROH,0_1,0,1,HP,21.000,0.000,0.102,"6,400.000","3,200.000",0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.013,0.269,0.000,0.000,0.270,0.000,0.000,0.000,0.073,0.000,0.000,0.703,0.006,0.002,0.006,0.065,0.030,0.288,0.349,0.182,0.394,0.006,16.090,20.210,23.910,28.980,30.750,31.760,37.060,39.600,42.250,45.000,46.880,48.490,49.720,,52.930,52.930,1.116,1.041,1.323,3.783,5.537,5.560,5.007,6.143,5.993,4.480,5.393,4.815,4.460,4.128,,,0.122,2.046,2.305,38.655,18.000,0.300,48.460,22.800,0.470,22.965,"1,795.500",8.000,12.000,0.000,0.000,20.000,1.322,149.625,0.000
SB-105,38,ROH,0_0,0,0,HP,21.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,4.133,0.000,0.000,0.000,0.000,0.000,0.388,0.000,0.000,2.434,0.000,0.001,0.000,0.000,0.011,0.000,0.000,0.000,0.111,0.010,0.226,0.144,0.099,0.436,0.003,20.380,25.030,29.450,33.480,37.910,38.290,44.940,47.380,51.190,54.230,56.490,59.420,58.800,,63.210,63.210,1.298,1.293,1.523,4.573,6.440,6.318,5.767,5.683,6.633,6.203,5.773,5.613,5.833,5.055,,,0.150,2.679,2.373,42.378,0.000,0.360,57.800,27.100,0.469,22.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,39,ROH,1_1,1,1,LP,21.000,0.000,,"248,000.000","1,600.000",0.000,0.000,,0.000,0.174,0.387,0.000,0.000,2.768,0.000,2.990,0.271,0.000,0.000,0.000,,,,,,,,,,,,,,,18.110,21.220,22.360,26.700,30.600,32.540,35.940,36.590,37.150,36.680,37.040,37.130,36.240,,37.040,37.040,0.574,0.450,0.092,2.963,4.707,5.675,5.287,4.875,5.973,5.158,4.430,4.575,3.847,4.775,,,0.099,1.787,2.665,48.237,22.000,0.170,33.840,15.000,0.443,19.889,4.500,2.000,3.000,0.000,0.000,5.000,0.778,1.500,0.000
SB-105,40,ROH,0_1,0,1,LP,9.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.804,0.000,2.487,0.000,0.181,0.000,0.000,1.385,0.027,0.417,10.800,0.304,0.076,0.011,0.079,0.006,0.198,0.136,0.074,0.185,0.014,15.400,18.800,23.010,25.860,28.460,29.810,33.160,33.650,32.790,33.980,,,,35.620,,35.620,0.613,0.424,0.205,3.620,4.833,4.838,4.797,3.915,5.163,5.308,5.033,,,,4.696,5.032,0.104,2.263,2.920,63.532,0.000,1.311,31.490,11.900,0.378,12.502,0.000,0.000,1.000,3.000,1.000,5.000,0.778,0.000,80.000
SB-105,41,ROH,1_1,1,1,LP,21.000,0.000,,"496,000.000","6,400.000",0.000,0.000,,0.000,0.661,0.000,0.000,0.000,3.293,0.176,5.008,0.264,0.000,0.000,0.000,0.001,0.000,0.000,0.003,0.000,0.006,0.085,0.427,0.056,0.375,0.576,0.082,0.258,0.113,15.110,18.800,23.880,28.650,30.950,31.720,33.840,34.470,33.550,33.770,33.840,33.980,34.120,,33.480,33.480,0.557,0.210,-0.030,4.048,5.413,5.063,4.880,4.045,5.303,4.680,4.313,4.100,3.860,4.138,,,0.123,2.146,3.662,64.089,43.000,0.170,30.360,12.300,0.405,15.581,0.000,1.000,0.000,0.000,0.000,1.000,0.301,*,0.000
SB-105,42,ROH,1_1,1,1,HP,21.000,0.000,0.636,"496,000.000","3,200.000",0.000,0.000,0.000,0.000,2.102,0.000,0.000,0.000,1.500,0.000,0.792,0.000,0.000,0.339,0.000,0.004,0.000,0.036,0.003,0.000,0.034,0.105,1.190,0.074,0.389,0.929,0.172,0.565,0.117,14.610,19.700,23.970,27.420,29.730,30.630,34.100,37.590,40.990,41.780,44.790,45.810,46.400,,48.550,48.550,1.028,0.919,1.204,4.040,4.867,5.048,4.693,4.638,5.983,4.633,4.027,4.105,4.337,4.683,,,0.145,2.719,2.987,56.012,68.000,0.180,43.480,17.600,0.405,15.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,43,ROL,1_1,1,1,HP,9.000,0.000,0.183,"3,200.000",400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.914,0.000,1.503,0.000,0.317,0.000,0.000,0.002,0.000,0.001,0.000,0.000,0.002,0.006,0.524,0.008,0.298,0.395,0.109,0.168,0.078,7.800,9.890,11.800,12.490,13.680,13.320,14.570,14.730,15.300,15.840,,,,15.430,,15.430,0.231,0.128,0.072,2.343,3.250,2.798,2.683,2.560,2.657,1.885,1.960,,,,2.415,1.815,0.070,0.840,4.537,54.439,3.000,0.060,14.670,5.000,0.341,8.314,0.000,0.000,0.000,0.000,1.000,1.000,0.301,*,100.000
SB-105,45,ROL,0_1,0,1,LP,9.000,0.000,0.094,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.852,0.000,1.733,0.102,0.092,0.000,0.000,0.327,0.001,0.000,1.280,0.017,0.010,0.005,0.750,0.070,0.719,1.790,0.097,0.378,0.038,6.190,8.650,11.410,11.760,13.240,13.470,13.790,13.540,13.380,13.580,,,,13.880,,13.880,0.233,0.092,0.008,2.490,2.780,3.125,2.910,2.583,2.760,2.510,2.907,,,,2.751,2.704,0.069,0.888,4.971,63.977,0.000,0.050,12.970,4.100,0.316,5.521,0.000,8.000,11.000,0.000,0.000,19.000,1.301,0.000,0.000
SB-105,47,ROL,1_1,1,1,HP,21.000,0.000,0.589,"124,000.000",0.000,0.215,0.000,0.000,0.000,2.119,0.014,0.000,1.055,2.847,0.000,2.918,0.766,0.000,0.719,0.000,,,,,,,,,,,,,,,6.780,8.130,9.810,10.660,12.850,12.650,14.510,14.250,14.850,15.350,16.100,16.320,17.510,,17.500,17.500,0.325,0.297,0.249,1.328,2.797,2.935,1.513,2.860,2.653,2.063,2.220,2.140,1.893,2.278,,,0.113,0.923,6.434,52.720,1.000,0.060,15.560,5.400,0.347,9.016,"2,875.500",4.000,14.000,0.000,0.000,18.000,1.279,205.393,0.000
SB-105,49,ROL,0_0,0,0,HP,21.000,0.000,0.042,800.000,0.000,0.068,,0.000,1.677,16.321,2.480,0.000,0.000,0.000,0.000,0.461,0.000,0.000,6.959,0.000,0.839,0.000,11.275,0.138,4.100,0.048,0.000,0.057,0.023,0.194,0.927,0.126,0.139,0.001,8.170,10.190,12.210,11.770,13.350,13.350,13.380,13.730,14.240,14.480,15.940,16.400,16.130,,17.580,17.580,0.285,0.253,0.350,2.338,2.703,2.950,2.640,2.280,2.387,1.903,1.937,2.245,2.050,2.153,,,0.048,0.709,2.753,40.336,0.000,0.110,15.830,5.500,0.347,9.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,*,*
SB-105,50,ROL,1_1,1,1,LP,9.000,0.000,0.202,"6,400.000",0.000,0.038,0.000,,0.000,0.000,0.000,0.000,0.000,1.426,0.000,1.057,0.000,0.000,0.000,0.000,0.002,0.000,0.005,0.001,0.000,0.014,0.023,0.297,0.012,0.326,0.427,0.059,0.098,0.015,5.270,6.620,8.670,9.840,10.900,11.710,10.730,10.490,10.720,11.030,,,,11.390,,11.390,0.185,0.067,0.055,1.228,2.763,2.350,2.630,1.210,2.383,2.165,2.283,,,,2.103,2.121,0.036,0.854,3.161,74.978,4.000,0.030,11.040,3.500,0.317,5.624,0.000,0.000,0.000,0.000,2.000,2.000,0.477,*,100.000
SB-105,51,ROH,0_1,0,1,LP,21.000,0.000,0.299,"25,600.000","1,600.000",0.000,,0.000,0.000,0.000,0.000,0.000,0.000,1.131,0.000,1.065,0.040,0.000,0.000,0.000,0.277,0.003,0.000,1.605,0.027,0.017,0.020,0.004,0.000,0.033,0.019,0.017,0.016,0.002,18.280,20.900,26.730,31.820,35.500,35.150,40.900,41.730,39.740,38.760,36.270,37.360,37.190,,35.930,35.930,0.535,0.179,-0.414,4.585,6.707,5.695,5.577,6.403,6.587,4.548,4.293,4.030,4.067,4.188,,,0.139,2.165,3.869,60.256,24.000,0.170,33.210,13.500,0.407,15.735,"7,519.500",51.000,51.000,0.000,0.000,102.000,2.013,147.441,0.000
SB-105,52,ROH,1_1,1,1,HP,21.000,0.000,0.309,"124,000.000","12,800.000",0.200,0.225,0.000,0.000,0.000,0.000,0.000,0.183,1.433,0.023,2.425,0.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.024,0.317,0.043,0.331,0.247,0.081,0.298,0.046,15.880,19.300,25.220,30.620,34.160,31.940,37.730,39.690,44.180,49.150,50.930,54.960,55.850,,56.570,56.570,1.233,1.128,1.570,4.668,6.370,5.768,4.740,5.348,6.237,5.748,5.983,5.658,5.097,5.290,,,0.151,2.731,2.669,48.276,8.000,0.170,51.670,24.800,0.480,24.037,16.500,1.000,4.000,0.000,0.000,5.000,0.778,4.125,0.000
SB-105,53,ROH,1_1,1,1,LP,9.000,0.000,0.240,"51,200.000",400.000,0.000,0.000,,0.000,0.000,0.000,0.038,0.227,4.377,0.746,15.767,0.867,1.730,1.644,2.615,,,,,,,,,,,,,,,18.690,16.570,22.440,27.440,29.770,29.470,35.190,34.960,33.760,34.100,,,,34.520,,34.520,0.480,0.308,-0.056,4.758,5.417,5.258,4.797,5.250,4.840,4.568,4.807,,,,,,0.098,2.130,2.839,61.703,14.000,0.180,31.270,13.500,0.432,18.585,0.000,0.000,0.000,1.000,0.000,1.000,0.301,*,100.000
